EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_tau_phi,PRI_lep_pt,PRI_lep_eta,PRI_lep_phi,PRI_met,PRI_met_phi,PRI_met_sumet,PRI_jet_num,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_leading_phi,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_subleading_phi,PRI_jet_all_pt,Weight,Label
107281,134.442,28.229,82.189,0.532,-999,-999,-999,3.772,0.532,50.67,1.32,-1.408,-999,21.841,-0.253,-2.017,28.829,1.899,1.08,6.989,-2.274,67.48,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
107282,556.653,8.41,188.251,224.327,-999,-999,-999,4.585,9.942,286.932,1.513,0.826,-999,21.115,-2.346,-1.542,31.947,1.588,0.813,208.312,0.916,369.201,1,233.87,0.508,-2.287,-999,-999,-999,233.87,6.704624777,b
107283,107.874,82.786,71.576,100.477,-999,-999,-999,1.779,1.538,182.135,0.818,0.178,-999,44.906,1.083,-1.139,36.754,-0.11,0.182,63.073,-1.888,234.923,1,100.475,-0.591,1.945,-999,-999,-999,100.475,2.077949733,b
107284,139.719,85.448,120.901,190.712,0.86,84.677,-0.12,1.144,5.701,416.337,1.467,-0.257,0,90.248,1.039,-2.781,132.371,1.538,-1.751,34.372,-0.379,480.575,2,125.357,0.686,1.209,68.361,-0.175,1.141,193.718,0.002653311,s
107285,119.49,32.655,89.948,52.491,-999,-999,-999,2.737,2.021,148.678,2.621,1.414,-999,26.97,-0.356,-1.255,70.686,-1.035,1.396,8.639,-0.047,189.987,1,51.022,-0.687,-2.136,-999,-999,-999,51.021,0.00150187,s
107286,95.697,10.706,68.317,26.217,-999,-999,-999,2.865,26.217,58.42,1.122,1.377,-999,27.529,-0.898,0.083,30.891,0.359,-2.491,10.286,-1.881,109.43,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
107287,124.281,17.485,93.295,1.956,-999,-999,-999,3.158,1.956,80.473,0.895,-1.409,-999,42.457,-0.197,-1.92,38.016,-1.33,1.027,9.578,1.979,60.363,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
107288,-999,80.29,30.055,7.582,-999,-999,-999,1.145,7.582,55.903,1.305,-1.41,-999,24.256,-0.539,-1.086,31.647,-0.525,0.059,54.544,2.68,128.187,0,-999,-999,-999,-999,-999,-999,0,1.98403333,b
107289,-999,70.157,51.271,1.727,-999,-999,-999,1.661,1.727,67.828,0.841,-1.412,-999,36.841,-0.769,0.536,30.987,-1.317,-1.031,47.55,2.947,57.192,0,-999,-999,-999,-999,-999,-999,0,4.204915144,b
107290,188.858,21.928,100.48,50.576,-999,-999,-999,3.135,2.454,142.401,0.678,1.4,-999,53.783,-1.646,-0.724,36.449,-0.605,2.602,57.866,3.084,164.304,1,52.169,2.338,0.234,-999,-999,-999,52.169,0.001502705,s
107291,90.406,70.479,63.442,5.573,-999,-999,-999,2.697,5.573,67.559,1.881,-1.372,-999,23.449,0.898,1.446,44.11,1.212,-2.159,30.2,0.456,135.659,0,-999,-999,-999,-999,-999,-999,0,4.74460997,b
107292,131.242,19.327,92.583,67.708,4.733,675.887,-5.215,2.749,5.181,210.077,2.161,-0.25,0.86,26.544,1.068,2.008,57.369,-0.298,-0.378,32.789,-0.827,292.655,2,63.743,2.987,1.845,62.421,-1.746,-2.352,126.165,0.001502705,s
107293,121.098,4.199,59.59,113.736,-999,-999,-999,2.212,22.44,146.048,1.479,1.082,-999,21.577,1.302,1.096,31.912,-0.33,2.588,76.889,2.503,230.48,1,92.56,1.226,-0.73,-999,-999,-999,92.56,0.018636117,s
107294,102.55,8.647,78.272,42.55,-999,-999,-999,2.317,42.55,83.577,0.543,-0.997,-999,54.178,-1.358,3.135,29.399,-2.188,0.971,2.892,-0.005,234.141,0,-999,-999,-999,-999,-999,-999,0,1.454848473,b
107295,62.77,24.219,23.91,178.239,0.964,99.182,1.313,0.83,36.267,281.611,1.524,1.405,0.346,23.997,0.765,-3.112,36.572,0.747,-2.283,122.603,-2.646,389.304,2,189.624,0.761,0.436,31.419,1.725,1.161,221.043,0.309795156,b
107296,126.666,3.657,83.405,183.168,0.319,47.146,3.842,1.245,40.981,320.301,0.728,0.909,0.157,76.737,0.731,-1.624,55.846,1.75,-0.909,63.534,-0.847,313.066,3,95.049,1.807,2.206,52.245,2.126,1.703,187.718,0.002653311,s
107297,-999,68.441,56.111,0.749,-999,-999,-999,2.023,0.749,54.667,1.252,-1.408,-999,24.27,0.769,-1.846,30.397,-0.723,3.071,42.321,0.538,63.717,0,-999,-999,-999,-999,-999,-999,0,5.214534625,b
107298,156.738,90.346,114.78,0.731,-999,-999,-999,3.049,0.731,100.352,1.759,-1.36,-999,36.372,0.879,-0.142,63.98,-0.375,-2.92,33.142,0.612,50.547,0,-999,-999,-999,-999,-999,-999,0,2.396673517,b
107299,101.363,32.649,69.703,411.415,4.439,1390.604,-2.944,0.603,50.532,808.505,0.192,0.297,0.863,260.443,0.022,-2.502,50.058,-0.557,-2.668,105.352,-2.215,856.353,3,388.015,0.812,0.678,59.859,-3.627,-0.05,498.003,0.001502705,s
107300,126.112,10.595,93.797,113.199,0.214,44.398,2.092,1.785,2.904,215.661,1.262,0.359,0.004,41.286,0.571,-0.42,52.104,-1.197,-0.663,22.057,-0.976,388.579,2,77.724,-1.557,2.274,44.547,-1.343,2.953,122.271,0.00150187,s
107301,111.443,13.722,74.172,83.291,-999,-999,-999,1.679,22.02,178.582,0.44,0.495,-999,75.146,0.225,2.775,33.036,0.218,-1.829,34.697,-1.421,358.314,1,70.399,-3.441,0.258,-999,-999,-999,70.399,0.018636117,s
107302,203.134,103.345,113.996,20.139,-999,-999,-999,3.077,20.139,119.887,2.108,-1.411,-999,38.57,-1.61,-0.389,81.317,-1.995,2.842,35.572,0.262,214.168,0,-999,-999,-999,-999,-999,-999,0,4.852820621,b
107303,-999,79.345,28.627,19.612,-999,-999,-999,0.945,19.612,63.253,1.357,-1.233,-999,26.839,0.058,0.511,36.414,0.304,-0.401,49.444,-2.818,130.619,0,-999,-999,-999,-999,-999,-999,0,4.459238021,b
107304,134.295,13.299,44.401,330.108,0.769,100.79,1.254,1.04,35.994,478.489,1.186,1.259,0,38.317,2.094,0.085,45.434,1.194,0.606,249.561,0.481,501.524,3,323.483,-0.799,-2.709,41.238,-1.568,-2.779,394.738,0.001502705,s
107305,56.579,51.899,45.906,48.714,-999,-999,-999,1.419,28.276,119.588,2.167,-0.462,-999,20.224,0.526,-0.562,43.816,1.942,-0.475,15.394,2.748,121.562,1,55.549,-0.846,2.071,-999,-999,-999,55.549,2.436808642,b
107306,89.707,42.062,75.372,0.468,-999,-999,-999,2.982,0.468,59.066,1.17,-1.41,-999,27.215,1.446,-1.023,31.851,-0.097,2.709,18.193,0.583,43.264,0,-999,-999,-999,-999,-999,-999,0,5.20125395,b
107307,113.836,81.769,68.442,19.407,-999,-999,-999,2.88,19.407,73.295,2.093,1.208,-999,23.696,-1.34,0.865,49.599,-1.578,-2.005,34.797,0.779,100.73,0,-999,-999,-999,-999,-999,-999,0,2.165174118,b
107308,-999,63.685,44.478,78.16,-999,-999,-999,1.391,15.815,158.187,1.662,-0.241,-999,24.933,1.623,0.624,41.444,0.681,-0.399,62.046,-1.757,214.184,1,91.81,1.262,2.309,-999,-999,-999,91.81,2.155247707,b
107309,-999,80.593,72.547,29.681,-999,-999,-999,2.208,29.681,64.563,1.041,-1.111,-999,31.635,0.875,-0.262,32.928,2.473,-1.785,49.486,1.474,122.156,0,-999,-999,-999,-999,-999,-999,0,2.324835428,b
107310,340.86,61.169,282.135,43.794,-999,-999,-999,3.972,43.794,87.07,0.895,-1.413,-999,45.949,1.587,0.862,41.12,-2.166,-0.438,25.568,-2.903,164.608,0,-999,-999,-999,-999,-999,-999,0,2.779312211,b
107311,105.777,63.242,76.523,44.003,0.78,99.848,0.66,2.506,20.624,176.919,0.666,-1.192,0.009,47.683,-1.171,0.822,31.768,-1.743,-3.021,31.701,-0.049,222.871,2,62.26,-0.511,-1.45,35.208,-1.291,2.164,97.468,0.001502705,s
107312,198.252,124.38,134.576,12.198,-999,-999,-999,2.9,12.198,138.907,1.574,-1.353,-999,53.959,1.384,1.142,84.948,1.286,-2.243,46.32,0.637,135.368,0,-999,-999,-999,-999,-999,-999,0,4.557072895,b
107313,105.149,70.405,63.161,2.942,-999,-999,-999,2.852,2.942,68.27,2.313,-1.343,-999,20.61,2.395,3.119,47.66,1.998,0.295,26.573,-2.552,142.298,0,-999,-999,-999,-999,-999,-999,0,4.929016246,b
107314,72.224,42.892,38.765,91.641,4.695,661,-5.507,1.467,33.16,198.999,1.633,1.33,0.918,22.642,-0.761,-0.25,36.969,-0.758,1.217,49.625,0.168,298.652,2,99.998,-2.418,-1.984,39.39,2.278,1.98,139.388,0.071357137,b
107315,75.551,38.471,60.269,9.189,-999,-999,-999,2.531,9.189,63.08,1.291,-1.392,-999,27.53,-0.302,-2.092,35.55,-0.604,1.678,12.01,-0.716,59.999,0,-999,-999,-999,-999,-999,-999,0,1.681611443,b
107316,95.07,77.258,67.467,10.964,-999,-999,-999,2.874,10.964,68.258,1.924,-1.218,-999,23.346,-0.659,1.995,44.912,-1.32,-0.802,33.334,2.454,127.862,0,-999,-999,-999,-999,-999,-999,0,4.922912153,b
107317,218.571,38.387,137.392,28.472,3.107,236.223,2.507,3.251,36.66,258.745,0.457,-1.41,0.071,81.593,-1.076,3.055,37.327,0.307,0.113,41.167,-0.911,317.952,3,58.096,-0.665,1.921,40.888,-3.772,0.081,139.825,0.071357137,b
107318,89.756,38.156,63.208,46.168,-999,-999,-999,2.223,5.236,119.184,0.708,0.944,-999,41.147,-1.183,-0.411,29.138,-0.758,-2.594,15.526,-0.368,147.687,1,48.899,-0.356,2.11,-999,-999,-999,48.899,1.681611443,b
107319,129.941,14.992,97.199,20.93,-999,-999,-999,3.197,20.93,92.785,0.867,1.414,-999,49.703,-1.526,0.727,43.082,-2.157,-2.407,26.491,-1.96,131.197,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
107320,88.736,20.582,53.309,128.083,-999,-999,-999,1.33,24.673,188.895,0.92,0.991,-999,39.504,2.363,-1.9,36.363,1.115,-1.44,55.006,-1.904,305.239,1,113.027,1.987,1.204,-999,-999,-999,113.027,0.071357137,b
107321,183.351,28.451,124.559,26.525,-999,-999,-999,2.611,13.371,163.378,0.497,-1.211,-999,88.822,0.454,-0.857,44.155,0.984,1.7,33.654,2.456,235.863,1,30.401,-2.39,-2.763,-999,-999,-999,30.401,1.670000525,b
107322,186.308,76.661,156.581,40,-999,-999,-999,3.176,10.9,120.684,1.851,-0.374,-999,24.599,-1.838,0.113,45.534,1.332,0.299,33.743,3.019,232.039,1,50.551,2.949,-2.67,-999,-999,-999,50.551,1.494042901,b
107323,-999,85.003,65.164,1.59,-999,-999,-999,1.969,1.59,57.268,1.281,-1.341,-999,25.102,-0.697,-2.587,32.166,1.257,-2.341,56.251,0.719,42.977,0,-999,-999,-999,-999,-999,-999,0,5.673330623,b
107324,136.297,37.613,69.584,104.774,-999,-999,-999,2.042,4.612,184.986,1.19,1.392,-999,37.332,-0.23,0.567,44.418,-0.375,2.603,61.702,1.868,184.536,1,103.235,-0.731,-1.291,-999,-999,-999,103.235,0.018636117,s
107325,71.051,0.643,47.795,45.62,-999,-999,-999,2.244,2.112,102.428,1.733,1.03,-999,20.012,1.848,-2.623,34.685,1.594,1.431,20.17,1.455,142.015,1,47.731,1.036,-1.343,-999,-999,-999,47.731,1.681611443,b
107326,-999,85.949,69.204,1.098,-999,-999,-999,2.161,1.098,76.339,1.609,-1.372,-999,29.254,1.354,-1.927,47.084,2.108,2.331,43.386,-0.181,38.221,0,-999,-999,-999,-999,-999,-999,0,4.839991926,b
107327,82.828,18.84,56.571,262.268,0.439,107.471,0.108,0.75,49.613,490.058,0.202,1.362,0,169.422,0.544,1.92,34.164,0.956,2.547,64.526,2.143,498.438,3,145.826,-0.175,-1.297,92.019,-0.614,-0.48,286.473,0.071357137,b
107328,170.842,18.368,99.788,124.407,3.922,499.956,-0.677,2.55,37.185,257.25,1.702,0.921,0.991,23.36,-0.936,-2.5,39.756,1.591,-2.841,63.07,-2.472,273.024,3,115.215,-0.181,-0.083,42.872,3.741,1.352,194.134,2.794778564,b
107329,173.013,27.501,120.234,57.166,-999,-999,-999,2.434,30.413,168.644,0.335,-0.739,-999,95.397,1.018,1.304,31.974,2.255,-2.883,33.862,-2.021,309.929,1,41.273,-0.112,-1.745,-999,-999,-999,41.273,0.018636117,s
107330,-999,62.958,49.368,0.374,-999,-999,-999,2.112,0.374,58.195,1.59,-1.377,-999,22.473,1.62,1.06,35.722,1.698,-3.113,31.009,-0.633,28.592,0,-999,-999,-999,-999,-999,-999,0,4.562841235,b
107331,-999,84.234,78.522,4.71,-999,-999,-999,2.506,4.71,66.498,1.939,-1.305,-999,22.63,0.05,-2.73,43.869,-1.655,-0.893,42.259,1.83,82.564,0,-999,-999,-999,-999,-999,-999,0,2.63494237,b
107332,105.574,24.53,64.878,12.434,-999,-999,-999,3.262,12.434,58.837,1.594,1.414,-999,22.68,-0.075,-3.04,36.157,0.944,0.144,5.697,2.194,146.634,0,-999,-999,-999,-999,-999,-999,0,0.001502705,s
107333,105.067,23.03,72.812,33.594,2.452,285.872,-1.042,2.167,23.638,244.945,0.44,-0.858,0.475,60.811,2.204,-2.083,26.729,1.737,2.083,25.269,1.165,313.425,2,89.891,-0.547,1.379,67.514,1.905,-1.144,157.405,0.071357137,b
107334,-999,95.693,78.78,2.5,-999,-999,-999,2.6,2.5,78.287,2.542,-1.293,-999,22.103,-1.296,-1.704,56.184,-0.082,0.595,42.169,-2.916,130.181,0,-999,-999,-999,-999,-999,-999,0,5.580290467,b
107335,87.973,37.411,54.548,100.266,-999,-999,-999,1.547,1.491,168.02,0.709,0.173,-999,40.288,0.775,-2.889,28.578,-0.505,2.524,67.878,1.647,223.359,1,99.154,-1.459,-0.843,-999,-999,-999,99.154,2.060649191,b
107336,-999,183.713,77.94,93.037,1.256,180.881,-0.327,1.514,6.185,310.553,5.042,-0.331,0.218,23.27,0.064,-1.574,117.326,1.034,-2.736,79.777,-0.233,422.006,2,86.849,-0.369,0.324,83.109,0.887,2.219,169.958,0.744056247,b
107337,129.024,4.177,69.883,144.844,6.241,1309.095,-9.719,1.674,34.929,222.599,0.834,1.214,0.905,41.327,0.768,-2.77,34.484,-0.851,3.087,71.129,-3.112,288.755,3,58.779,-2.984,0.187,57.003,3.257,0.32,146.788,0.001502705,s
107338,140.212,0.386,108.864,71.559,0.95,145.016,3.17,2.241,35.523,294.995,1.796,1.018,0,43.971,-0.091,-0.711,78.966,0.418,1.471,8.045,1.455,307.516,3,97.277,-2.318,-1.579,41.626,-1.368,1.711,172.059,0.001502705,s
107339,113.809,42.196,84.318,62.923,-999,-999,-999,2.171,27.037,123.893,1.515,0.795,-999,32.227,-0.244,1.203,48.835,1.173,2.848,14.513,1.018,283.332,1,42.83,1.074,-0.767,-999,-999,-999,42.83,0.001502705,s
107340,101.405,44.08,63.12,49.442,-999,-999,-999,2.462,1.115,115.638,0.796,1.35,-999,36.364,-0.147,1.171,28.944,-0.696,-2.712,25.764,1.693,110.298,1,50.329,0.67,-1.27,-999,-999,-999,50.329,1.681611443,b
107341,136.071,29.53,102.728,63.882,-999,-999,-999,2.354,4.618,142.234,0.737,-0.199,-999,46.425,-2.285,-0.876,34.225,-0.343,0.454,7.291,-1.961,218.125,1,61.584,0.541,2.762,-999,-999,-999,61.584,0.001502705,s
107342,-999,78.479,65.653,1.041,-999,-999,-999,1.631,1.041,96.618,0.471,-1.335,-999,65.697,-0.506,-1.539,30.921,-0.537,0.093,71.706,2.063,82.393,0,-999,-999,-999,-999,-999,-999,0,0.002653311,s
107343,83.124,444.719,62.99,2834.999,-999,-999,-999,2.897,2834.999,63.497,0.884,-1.414,-999,33.712,0.493,-2.981,29.786,0.39,-0.086,2842.617,1.654,82.733,0,-999,-999,-999,-999,-999,-999,0,0.002653311,s
107344,141.641,7.792,90.148,2.165,-999,-999,-999,3.035,2.165,92.947,0.495,-1.307,-999,62.173,-1.078,-2.22,30.774,-1.591,0.771,30.289,1.027,93.239,0,-999,-999,-999,-999,-999,-999,0,3.866525694,b
107345,183.23,94.567,110.12,0.564,-999,-999,-999,3.194,0.564,109.795,1.806,-1.405,-999,39.126,-0.718,1.521,70.669,-0.107,-1.614,31.642,1.554,66.163,0,-999,-999,-999,-999,-999,-999,0,4.84704609,b
107346,233.769,78.15,122.505,44.006,-999,-999,-999,3.754,44.006,55.643,1.4,-0.161,-999,23.182,-1.452,2.207,32.461,1.464,-0.158,48.433,2.642,134.608,0,-999,-999,-999,-999,-999,-999,0,2.943482989,b
107347,137.359,58.187,93.017,62.468,4.713,1451.041,-5.453,2.429,7.057,379.946,1.528,1.401,0.903,40.102,-0.341,0.984,61.294,-0.436,-1.443,27.822,0.121,491.829,2,168.093,2.673,2.749,110.456,-2.04,-0.439,278.549,0.001502705,s
107348,194.724,48.267,125.908,115.153,1.913,259.067,-0.866,2.946,6.706,254.46,0.797,0.394,0.094,35.109,1.181,-0.072,27.974,-1.691,-0.728,65.953,0.465,322.9,2,111.902,0.735,2.457,79.475,-1.178,-1.973,191.377,0.744056247,b
107349,-999,78.165,63.779,0.545,-999,-999,-999,2.125,0.545,57.194,1.492,-1.392,-999,22.954,-2.005,-0.635,34.239,-0.269,0.59,47.353,-3.038,47.193,0,-999,-999,-999,-999,-999,-999,0,5.621895694,b
107350,-999,108.85,103.028,26.782,-999,-999,-999,2.939,26.782,71.843,2.049,-1.129,-999,23.566,-0.192,2.899,48.277,-2.307,-1.343,61.626,1.666,186.477,0,-999,-999,-999,-999,-999,-999,0,6.306415725,b
107351,128.505,93.262,66.391,50.067,-999,-999,-999,2.855,2.184,115.84,1.227,-1.355,-999,30.207,1.257,-2.379,37.066,1.12,1.052,60.089,-1.781,115.399,1,48.567,-1.217,1.214,-999,-999,-999,48.567,1.966251462,b
107352,105.274,1.113,78.195,4.821,-999,-999,-999,3.121,4.821,78.382,0.855,-1.41,-999,42.262,0.863,1.418,36.12,0.935,-1.702,1.379,-1.86,142.161,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
107353,133.756,8.327,81.584,21.901,5.119,1106.232,-6.353,3.119,1.299,241.398,0.737,1.364,0.646,40.274,-0.93,2.922,29.689,-2.134,0.044,23.161,0.363,229.835,2,96.402,-3.003,-2.348,75.034,2.116,0.72,171.435,0.001502705,s
107354,122.715,14.179,90.257,28.523,-999,-999,-999,2.741,5.572,125.677,1.345,-1.231,-999,39.055,0.416,0.718,52.532,0.8,-2.85,11.729,-2.271,242.832,1,34.09,-1.622,-0.066,-999,-999,-999,34.09,0.018636117,s
107355,113.311,1.262,76.878,3.669,-999,-999,-999,3.383,3.669,60.076,0.876,-1.349,-999,32.018,1.256,0.922,28.058,-0.216,-2.316,1.443,-2.117,90.944,0,-999,-999,-999,-999,-999,-999,0,4.876439409,b
107356,320.976,98.074,168.426,1.423,-999,-999,-999,4.165,1.423,87.494,2.534,-0.803,-999,24.757,2.014,1.301,62.737,-0.771,-1.795,38.329,1.339,102.93,0,-999,-999,-999,-999,-999,-999,0,7.09445475,b
107357,105.532,10.828,73.526,23.911,-999,-999,-999,2.602,8.628,107.195,1.024,-0.765,-999,37.686,1.111,1.298,38.58,1.094,-1.304,15.563,-1.749,209.865,1,30.929,2.548,2.58,-999,-999,-999,30.929,0.018636117,s
107358,100.814,41.009,64.037,2.309,-999,-999,-999,3.283,2.309,56.304,1.466,-0.73,-999,22.836,0.6,1.659,33.468,1.71,-1.534,12.562,1.618,101.147,0,-999,-999,-999,-999,-999,-999,0,5.021964493,b
107359,124.688,10.049,92.263,0.938,-999,-999,-999,3.047,0.938,92.27,0.876,-1.409,-999,49.173,0.959,-2.197,43.097,1.12,0.845,7.246,1.422,123.196,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
107360,128.253,8.206,82.666,117.261,6.45,1618.25,-10.33,3.095,1.265,228.754,2.977,1.391,0.879,23.852,0.699,-2.997,70.997,0.89,0.197,70.181,0.313,228.353,2,85.341,-3.491,-2.48,48.564,2.959,2.72,133.905,0.001502705,s
107361,121.794,9.014,72.598,138.553,5.207,1023.038,-6.7,1.976,2.447,244.745,2.485,1.119,0.735,26.618,-2.332,1.777,66.152,-1.721,-2.627,76.592,-2.754,315.071,2,77.133,-2.881,0.713,74.843,2.325,-0.21,151.975,0.001502705,s
107362,101.889,6.072,66.264,21.607,0.816,85.761,-0.024,3.116,1.103,139.632,1.076,1.371,0.045,28.439,-0.658,0.581,30.589,0.34,-2.75,17.163,-3.016,151.749,2,44.795,0.03,0.869,35.808,-0.786,-1.788,80.603,0.002653311,s
107363,123.86,19.308,80.068,207.473,1.667,139.821,-0.508,1.155,45.705,351.857,0.454,1.087,0.004,98.549,1.316,1.659,44.751,2.404,1.272,66.647,1.628,476.872,3,128.785,-0.402,-1.743,41.647,1.265,-1.627,208.558,0.018636117,s
107364,112.828,42.839,42.978,171.248,2.69,379.923,-1.807,1.283,2.596,277.799,0.579,1.371,0.88,46.842,-0.153,1.33,27.114,-0.444,0.08,110.164,0.886,315.153,2,114.931,1.382,-2.763,88.911,-1.308,-1.56,203.842,0.001502705,s
107365,49.999,99.671,43.498,10.306,2.015,406.273,-0.087,1.158,57.92,388.743,1.321,-1.414,0.998,32.897,-0.244,-1.678,43.472,-1.006,-2.55,59.928,1.028,481.155,3,162.932,0.044,-0.189,103.782,-1.971,3.109,312.375,0.744056247,b
107366,124.622,50.136,94.113,8.242,-999,-999,-999,3.12,8.242,75.967,1.196,-1.362,-999,34.592,0.528,1.934,41.375,1.931,-1.562,15.783,1.189,141.345,0,-999,-999,-999,-999,-999,-999,0,5.090015854,b
107367,100.659,66.775,82.222,6.567,-999,-999,-999,2.301,6.567,89.874,1.055,-1.411,-999,43.733,-0.912,0.489,46.141,-1.055,2.786,31.226,-1.347,198.348,0,-999,-999,-999,-999,-999,-999,0,4.24229638,b
107368,190.29,26.415,138.406,78.858,0.432,32.844,3.364,2.212,8.075,247.488,0.391,-0.554,0,123.579,1.292,0.77,48.311,1.156,-1.439,32.62,-2.117,211.673,2,38.323,-2.063,-2.64,37.275,-1.631,2.961,75.598,0.307169524,b
107369,94.33,47.203,72.944,56.55,-999,-999,-999,1.795,26.831,133.654,0.721,-0.89,-999,54.922,1.608,-1.299,39.605,1.61,0.496,14.1,-2.546,170.682,1,39.126,1.812,1.868,-999,-999,-999,39.126,1.454848473,b
107370,98.754,20.775,73.712,9.139,-999,-999,-999,2.781,9.139,74.929,1.042,-1.402,-999,36.703,1.333,-0.212,38.227,1.347,2.569,10.016,-2.595,162.417,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
107371,108.981,86.785,79.546,3.14,-999,-999,-999,2.663,3.14,79.873,2.21,-1.317,-999,24.879,1.308,2.012,54.993,0.322,-0.462,35.589,3.072,101.872,0,-999,-999,-999,-999,-999,-999,0,5.274384955,b
107372,65.546,61.931,58.496,1.158,-999,-999,-999,2.235,1.158,63.764,1.353,-1.395,-999,27.095,-0.589,-2.101,36.669,-0.025,2.019,30.508,-0.347,71.303,0,-999,-999,-999,-999,-999,-999,0,4.583106415,b
107373,54.334,43.569,45.341,34.304,-999,-999,-999,1.599,34.304,64.942,1.634,-1.357,-999,24.659,0.584,-2.401,40.283,0.76,-0.811,12.559,1.827,141.309,0,-999,-999,-999,-999,-999,-999,0,2.072367016,b
107374,148.06,16.044,81.309,43.356,-999,-999,-999,3.168,16.669,110.343,0.801,-1.401,-999,41.412,-1.701,-2.915,33.153,-0.822,0.128,52.347,0.516,177.313,1,35.779,3.601,-2.263,-999,-999,-999,35.779,0.002653311,s
107375,103.282,25.35,68.872,40.465,-999,-999,-999,2.52,20.813,115.029,0.886,1.411,-999,38.408,-0.629,1.054,34.033,-0.681,-1.465,18.681,-0.412,156.556,1,42.587,-1.732,2.441,-999,-999,-999,42.587,0.018636117,s
107376,-999,63.612,54.75,4.937,-999,-999,-999,2.046,4.937,50.79,1.222,-1.381,-999,22.855,-0.074,1.284,27.935,-1.724,2.494,38.152,-1.102,95.108,0,-999,-999,-999,-999,-999,-999,0,5.336304599,b
107377,134.426,6.237,99.503,2.409,-999,-999,-999,3.108,2.409,99.488,0.921,-1.412,-999,51.802,0.015,0.95,47.686,0.109,-2.157,6.843,-2.504,147.131,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
107378,145.43,45,109.531,1.279,-999,-999,-999,3.709,54.922,111.803,1.392,-1.394,-999,24.306,0.161,0.395,33.838,-2.379,3.098,16.951,-0.743,75.453,1,53.66,0.862,-0.359,-999,-999,-999,53.66,6.274919085,b
107379,130.443,66.859,99.839,53.66,-999,-999,-999,2.818,53.66,101.647,0.82,-1.409,-999,55.853,1.526,-1.305,45.793,1.506,1.513,72.769,2.748,275.681,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
107380,117.251,11.769,72.477,150.812,1.279,197.031,-0.365,1.455,155.022,393.88,1.067,0.722,0.995,46.051,-1.009,1.256,49.143,0.256,1.974,67.463,2.178,561.51,3,91.331,-0.431,-1.713,77.971,0.849,2.146,298.687,0.001502705,s
107381,145.934,50.76,102.966,51.77,-999,-999,-999,3.023,3.988,106.986,1.258,0.599,-999,26.2,-0.627,-2.716,32.959,1.846,1.829,26.539,-2.39,200.241,1,47.827,-0.468,-0.069,-999,-999,-999,47.827,2.761103175,b
107382,147.258,30.648,107.554,1.813,-999,-999,-999,2.997,1.813,92.413,0.686,-1.392,-999,54.807,1.112,-1.25,37.606,2.364,1.473,23.773,2.549,99.369,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
107383,75.118,83.892,64.565,34.63,-999,-999,-999,1.875,17.796,105.197,2.366,-1.32,-999,21.899,-2.266,0.531,51.813,-0.861,-0.711,41.648,-2.964,193.409,1,31.486,-0.58,1.552,-999,-999,-999,31.486,2.463240335,b
107384,-999,92.922,91.653,23.351,-999,-999,-999,2.984,23.351,64.657,1.786,-1.26,-999,23.209,0.114,0.865,41.448,-1.887,3.079,53.378,-0.376,92.25,0,-999,-999,-999,-999,-999,-999,0,6.061766532,b
107385,136.609,51.954,101.531,21.735,-999,-999,-999,3.045,21.735,99.329,0.826,-1.414,-999,54.393,-0.503,1.544,44.936,-0.983,-1.732,23.366,0.128,96.58,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
107386,180.213,16.846,134.716,9.126,-999,-999,-999,3.512,9.126,90.401,0.788,-1.385,-999,50.573,-0.329,0.681,39.828,-2.262,-2.67,22.196,-2.096,144.655,0,-999,-999,-999,-999,-999,-999,0,5.190319312,b
107387,126.923,73.233,97.765,5.106,-999,-999,-999,2.909,5.106,89.73,1.409,-1.392,-999,37.244,2.15,-1.826,52.485,1.165,1.72,28.431,-0.774,113.928,0,-999,-999,-999,-999,-999,-999,0,2.204328804,b
107388,103.653,56.932,72.753,34.665,-999,-999,-999,2.806,2.834,110.962,0.905,1.312,-999,38.767,0.18,0.373,35.087,0.212,-3.104,25.058,0.605,130.213,1,37.108,2.131,-2.285,-999,-999,-999,37.108,1.681611443,b
107389,270.524,25.772,207.446,45.555,-999,-999,-999,4.357,0.906,134.329,2.838,1.414,-999,23.018,-2.124,0.993,65.319,1.159,-1.871,5.827,-0.428,149.188,1,45.991,2.159,1.556,-999,-999,-999,45.991,3.370955129,b
